title,description,price
Se da in chirie apartament cu o camera in centru,, 1 500 MDL 
Garsoniera cu comoditati cu conditiile bune,, 1 200 MDL 
Se da in chirie apartament cu o camera in ciocana,, 100 € 
1-комнатная квартира в хорошем состоянии 1700 леев,, 1 700 MDL 
Apartament cu o camera in stare buna se da in chirie 2000 lei la persoane serioase mai cedam,, 2 000 MDL 
apartament in chirie la ciocana,, 1 800 MDL 
Apartament cu o camera in stare buna se da in chirie,, 2 100 MDL 
"Chirie,1 odaie,str.Romana",, 325 € 
Сдаётся квартира ул. Докучаев.,, 140 € 
Apartament cu o camera in stare buna se da in chirie sector centru,, 100 € 
Apartament cu o camera in stare buna se da in chirie,, 2 000 MDL 
Se da in chirie garsoniera,, 1 100 MDL 
Vă prezentăm un apartament în chirie.,, 100 € 
Apartament nou / centru,, 430 € 
Chirie apartament cu 1 odaie in Centru. Bloc nou,, 219 € 
Camera,, 110 € 
Apartament cu o camera in sectorul centru,, 100 € 
"Сдаю малосемейку со своими удобствами,можно с детьми.",, 110 € 
Se da in chirie o garsoniera cu balcon,, 120 € 
Se da in chirie de urgenta apartament mobilat cu odaie,, 110 € 
Сдам однокомнатную малогаборитную квартиру для небольшой семьи,, 2 400 MDL 
Garsoniera cu mobila cu toate comoditatile,, 1 500 MDL 
Apartament cu o camera in centru in stare buna,, 120 € 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica",, 1 500 MDL 
Apartament cu 1 camera spre chirie,, 1 € 
Квартира в Центре для пары,, 1 800 MDL 
Garsoniera cu comoditatii,, 1 500 MDL 
В квартире сделан хороший ремонт.,, 120 $ 
Срочно сдаю однокомнатную квартиру с мебелью на ботанике,, 1 900 MDL 
Сдается 1-комнатная квартира после евроремонта со всеми удобствами!,, Negociabil 
Studio apartament nou  cu parcare,, 200 € 
Сдается 1-комнатная на Чеканах,, 2 000 MDL 
Garsoniera cu comoditatii,, 1 600 MDL 
Сдается 1-комнатная на Ботанике,, 1 500 MDL 
Apartament cu 1 camera,, 1 800 MDL 
красиво удобно просторно!,, Negociabil 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Продам,, 85 000 € 
1-комнатная квартира в хорошем состоянии,, 110 € 
"Квартира в отличном состоянии, светлая, уютная и теплая.",, 1 800 MDL 
1-комнатная квартира помесячно на Рышкановке,, 1 500 MDL 
Сдается 1-комнатная на Ботанике,, 100 € 
Сдается квартира на Телецентре!,, 2 100 MDL 
Apartament cu o camera in stare buna se da in chirie,, 2 000 MDL 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica",, 100 € 
1-комнатная квартира в хорошем состоянии для пары,, 120 € 
Apartament cu o camera in stare buna se da in chirie,, 110 € 
Ap cu o camera in casa noua pe perioada indelungata,, 260 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Сдаеться квартира евроремонт / Se da apartament in chirie euro reparatie,, Negociabil 
Сдается 1-я в Центре города на земле!,, 120 € 
Spre chirie!,, 200 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Сдаю минимум на год,, 420 € 
Se da in chirie de urgenta apartament mobilat cu odaie,, 100 $ 
"Apartament cu parcare, str. Albisoara",, 240 € 
Se da in chirie de urgenta apartament mobilat cu odaie,, 2 000 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Семье паре надолго,, 150 € 
"2-ком.на земле в Центре,тёплая,чистая,место для а/м,вся техника и мебель.",, 160 € 
1-комнатная квартира в хорошем состоянии,, 100 $ 
Dau in chirie apartament cu o camera in centru,, 1 800 MDL 
Garsoniera cu mobila cu toate comoditati,, 1 200 MDL 
1-комнатная квартира в хорошем состоянии,, 100 € 
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта.",, 1 500 MDL 
Se da in chirie apartament cu o camera in centru,, 2 000 MDL 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica, net",, 1 800 MDL 
Dau in chirie garsoniera in sec.Centru,, 1 200 MDL 
"Se da in chirie apartament mobilat, necesara cu toata tehnica cu toate comoditatile.",, 1 800 MDL 
Сдаю квартиру в хорошем районе.с хорошими условиями.,, 1 500 MDL 
"Se da apartament in chirie, ciocana , ieftin",, Negociabil 
Сдам однокомнатную квартиру порядочной  семье,, 1 200 MDL 
Apartament cu o camera in stare buna se da in chirie,, 1 800 MDL 
Ofer apartament cu o camera in chirie,, 1 400 MDL 
Eldorado Terra-oasis! cel mai bun preț!,, 62 900 € 
Apartament -  3 odai - 34 499 euro !,, 34 499 € 
Chirie,, 1 250 € 
Посуточно 2-ком квартира Буюканы Флакэра,, 550 MDL 
"3 odai ,90m2 , 35900Euro",,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
28700 euro 2 odai 71 m2,,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
"Complexul imobiliar ""Botanic Star 2""",,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
Buiucani  29.02.2020  Darea in exploatare !,,
Dau in chirie apartament cu o camera,, 1 300 MDL 
Se da in chirie apartament cu o camera in centru,, 2 000 MDL 
1-комнатная квартира после косметического ремонта,, 1 800 MDL 
Сдаётся 1-комнатная квартира с евроремонтом,, 2 200 MDL 
Сдам 1-комнатную квартиру семье или 2-м студентам.,, 1 500 MDL 
Однокомнатная квартира в центре города,, 80 € 
"1 комнатную,отличную,после ремонта. без посредников.сдача от  хозяйки кв",, 200 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Se oferă spre chirie apartament cu o odaie,, 250 € 
Квартира сдается на хороших условиях,, 1 600 MDL 
Dau în chirie apartament cu o cameră la buiucani,, 1 500 MDL 
Apartament in chirie,, 1 700 MDL 
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта.",, 100 € 
На долго срочно сдаю малосемейку паре или семье,, 1 300 MDL 
Se da in chirie apartament cu o camera in centru,, 2 000 MDL 
"Centru, str. Armenească. Apartament cu 1 camera 200 euro",, 200 € 
"Centru, str. Nicolae Testemițeanu. Apartament cu 1 camera bloc nou 250 euro",, 250 € 
"Centru, str. Nicolae Testemițeanu. Apartament cu 1 camera bloc nou 230 euro",, 230 € 
"Riscani, str. Florilor. Apartament cu 1 camera bloc nou",, Negociabil 
"Сдается квартира после ремонта, в самом центре Ботаники. Отличное местоположение",, 80 € 
Se da in chirie garsoniera,, 1 500 MDL 
1-комнатная квартира в хорошем состоянии,, 1 800 MDL 
Se da in chirie apartament cu o camera in centru,, 1 700 MDL 
Сдам однокомнатную квартиру семье или паре,, 1 400 MDL 
Сдаю квартиру в хорошем районе.с хорошими условиями.,, 1 000 MDL 
Apartament cu o odaie in centru,, 2 200 MDL 
Se d-a in chirie o garsoniera cu balcon.,, 1 000 MDL 
Apartament cu 1-odaie este toate conditiile bune,, 100 € 
Se da in chirie de urgenta apartament mobilat cu odaie,, 1 800 MDL 
Se da in chirie apartament cu o camera cu toate conditiile,, 2 500 MDL 
"Уютная, чистая, однокомнатная квартира",, 1 800 MDL 
Se da in chirie de urgenta apartament mobilat cu odaie,, 100 $ 
1-комнатная квартира в хорошем состоянии 1700 леев,, 1 700 MDL 
Garsoniera in chirie,, 1 600 MDL 
Apartament cu o camera in stare buna se da in chirie,, 1 800 MDL 
Se da in chirie apartament cu o camera in buiucani,, 150 € 
Se da in chirie apartament cu o camera sector centru,, 100 € 
"Se da in chirie apartament cu o camera, curat, ingrijit, comod, confortabil.",, 1 600 MDL 
Apartament in chirie,, 1 400 MDL 
Сдам однокомнатную квартиру в долгосрочную аренду,, 2 000 MDL 
"Сдаю малосемейку со своими удобствами,можно с детьми.",, 800 MDL 
"Garsoniera cu 1 camera, pe termen lung",, 2 000 MDL 
"Сдам квартиру после ремонта, аккуратным и ответственным",, 1 300 MDL 
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта.",, 1 600 MDL 
"Сдается 1 комнатная квартира на Рышкановке,Московский бульвар.",, 210 € 
Urgent! Se da in chirie apartament cu mobila,, 80 € 
Garsoniera cu comoditati cu conditiile bune,, 1 200 MDL 
Сдаю однокомнатную квартиру в очень хорошем состояние,, 1 600 MDL 
Сдаю малосемейку 1300 леев,, 1 300 MDL 
1-комнатная квартира в хорошем состоянии .,, 2 000 MDL 
1-комнатная квартира в хорошем состоянии,, 1 800 MDL 
Apartament cu o camera-studio,, 100 $ 
Квартира сдается на долго. Квартира после ремонта.,, 100 € 
Квартира сдается с хорошими условиями оплата помесячно можно с детьми,, 100 $ 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica, net",, 100 € 
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта.",, 1 800 MDL 
Apartament cu o camera in stare buna se da in chirie sector centru,, 1 300 MDL 
Сдаю 1- комнатную,, 130 € 
Малосейка (свой душ и кухня) на долгий срок!,, 2 200 MDL 
Apartament cu o camera in stare buna se da in chirie,, 1 600 MDL 
Сдаю 1 комнатную в хорошем состояние.,, 1 800 MDL 
Se da in chirie o garsoniera cu balcon,, 600 MDL 
Сдаю комнату в центре без хозяина,, 600 MDL 
Camera la 600 lei in sectorul Botanica,, 600 MDL 
Apartament cu comoditati cu conditiile bune,, 1 300 MDL 
Apartament cu 1-odaie este toate conditiile bune,, 1 600 MDL 
Se da in chirie de urgenta apartament mobilat cu odaie 1500 леев,, 1 500 MDL 
Chirie,, 100 € 
Camera in camin  in sectorul buiucani,, 1 200 MDL 
Se da in chirie de urgenta apartament mobilat cu odaie in bloc noua,, 120 € 
"Cдаю 1-комнатную  теплую, уютную,светлую, чистую квартиру",, 110 € 
малосемейка для 2-х студентов или пары без детей,, 70 € 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica, net.",, 100 € 
1-комнатная квартира в хорошем состоянии,, 2 300 MDL 
Dau in chirie apartament cu 1 camera,, 120 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Cдаю 1-комнатную квартиру в Центре,, 110 € 
Сдается 1-комнатная на Чеканах,, 90 € 
Сдается квартира на Телецентре!,, 1 900 MDL 
"Se oferă spre chirie apartament 1 cameră , Botanica",, 100 € 
номера в миниотеле 150 леев 3 часа!,, 150 MDL 
куплю 2х комнатную Ботаника,, Negociabil 
"apartament cu 2 dormitoare 63,4 m2",, 33 602 € 
Reducere! Apartament  1 odaie cu euro reparație în complexul «MyLife» !,, 24 500 € 
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
"Complexul imobiliar ""Botanic Star 2""",,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
"3 odai ,90m2 , 35900Euro",,
28700 euro 2 odai 71 m2,,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
Buiucani  29.02.2020  Darea in exploatare !,,
"Se oferă spre chirie apartament 1 cameră , Botanica",, 100 € 
Apartament cu o camera in stare buna se da in chirie,, 2 000 MDL 
Apartament cu o camera in stare buna se da in chirie,, 110 € 
"Se oferă spre chirie apartament 1 cameră , Botanica",, 110 € 
"Se oferă spre chirie apartament 1 cameră , Botanica",, 110 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Spre chirie,, 400 € 
Se da in chirie!!!,, 350 € 
"Se da in chirie, apartament cu o camera, pe termen indelungat, Muncesti",, 2 300 MDL 
Zdaiu,, 200 € 
se da in chirie,, 250 € 
Apartament in chirie,, 280 € 
"Apartament  -pe ore 97 lei/h,  -noaptea de la ora 18.00+ 3h gratis pina la 9.00 la 377 lei,  -zilnic",, 257 € 
Apartament,, 280 € 
caut chirie la Posta Veche,, 130 € 
Se da in chirie apartament cu o odae in centrul capitalei complet mobilat  pe saptamina si lunar,, 300 € 
"Telecentru , se da in chirie apartament pe termen indelungat, str Gh Asachi",, 300 € 
"Malina Mica , se da in chirie pe termen indelungat apartament cu o camera",, 270 € 
"Riscani, str. Florilor. Apartament cu 1 camera bloc nou",, Negociabil 
Apartament cu o camera. Chirie de lunga durata.,, Negociabil 
"Chirie apartament 1 odaie,casa noua,Botanica",, 210 € 
1  комнатная  1000  мелочей  теилор  дачия  хорошая,, 130 € 
"Комната, для девушки.",, 90 € 
"Apartament pe ore, zi, noapte, saptamana. Bloc nou",, 1 € 
Buiucani pe perioada indelungata,, 260 € 
"Chirie pe termen lung,Ap o camera",, 170 € 
Chirie superb bloc nou o odaie botanica,, 220 € 
180 euro (Marița) De la proprietar,, 180 € 
На длительный срок. (Штефан чел Маре/Еминеску),, 270 € 
Sciusev intersectie Puskin 180 euro,, 180 € 
Apartament o camera ciocana,, 150 € 
De la stapin,, 130 € 
бесплатная квартира для девушки 18 - 30 лет,, 1 € 
Chirie apartament 1-2 camere sectorul centru!!!,, 300 € 
Căutăm apartament cu 1 cameră în chirie,, 150 € 
1 комнатная квартира уютная новая мебель и техника,, 240 € 
На длительный срок. (Штефан чел Маре/Еминеску),, 270 € 
Urgent caut ap.cu o camera (max.150€),, 140 € 
Идеальная квартира помесячно.  Без посредников. Центр кишинева,, 280 € 
"Botanica, str. Hristo Botev. Apartament cu 1 camera 160 euro",, 160 € 
Сдается квартира в парковой зоне,, 280 € 
Сдаётся 1-комнатная квартира возле молла и заправки rompetrol!!!,, 220 € 
Chirie apartamente și camere cu bucătărie comună lîngă mall!!!!,, 240 € 
"Str Gh Asachi , se da in chirie apartament pe termen indelungat",, 300 € 
Chirie pentru o perioadă scurtă lîngă mall dova!!!,, 240 € 
Gazda cu conditii bune la  alegere si parcare,, Negociabil 
Eldorado Terra Viaduct -Direct de la stapan,, 250 € 
Сдаю комнату в 3х комнатной квартире без хозяев,, 75 € 
Se dă în chirie apartament cu o odaie pentru o perioadă scurtă!!!,, 220 € 
Dau in chirie 1 ap cu o camera,, Negociabil 
180 euro. Dacia 25 (Marița),, 180 € 
"Однушка, центр",, 325 € 
Se da in chirie,, 400 € 
Сдам квартиру помесячно!,, Negociabil 
Apartament modern în chirie,, 250 € 
"Telecentru, se da in chirie apartament pe termen indelungat",, 300 € 
"Malina Mica , se da in chirie apartament pe termen indelungat",, 270 € 
"Botanica, str. Hristo Botev. Apartament cu 1 camera 160 euro",, 160 € 
для студентки или приезжей девушки бесплатно сдам квартиру в Кишиневе,, 1 € 
симпатичной девушке 18 - 30 лет бесплатно сдаю квартиру в Кишиневе,, 2 € 
Apartament pe termen lung,, 250 € 
apartament in chirie pe termen lung riskahovka,, 150 € 
"Apartament cu o odaie, euro reparatie, Glorinal, centru",, 270 € 
1—но комнатную сдаю,, Negociabil 
1-однокомнатная квартира,, 200 € 
ofer chirie pe 1-2 luni,, 200 € 
"теплая, уютная, сдам на длительный срок семье",, Negociabil 
"Ciocana, str. Petru Zadnipru. Apartament cu 1 camera 180 euro",, 180 € 
"Botanica, str. Hristo Botev. Apartament cu 1 camera 160 euro",, 160 € 
Chirie 1-camera 150 euro bd. Decebal 89,, 150 € 
Apartament in chirie,, 220 € 
Помогу снять или сдать квартиру помесячно или посуточно.,, 100 € 
Apartament  nou lîngă shoping molldova,, 250 € 
1 комнатная квартира на Рышкановке,, 160 € 
"Сhirie, 1 cameră+living! Centru, termen lung",, 280 € 
Se da in chirie apartament cu o camera+ living si balcon,, 300 € 
"Chirie,1 odaie,290 e",, 290 € 
"Ciocana, str. Petru Zadnipru. Apartament cu 1 camera 180 euro",, 180 € 
"Botanica, str. Hristo Botev. Apartament cu 1 camera 160 euro",, 160 € 
"Apartament cu 1 cameră, str. Anestiade, Centru",, 290 € 
1 ком.+ ЛИВИНГ ЕВРОРЕМОНТ 58м2,, 40 999 € 
Buiucani!  1 odaie 44 m2. 580 euro/m2 Cărămidă roșie! Darea in exploatare Primavara 2020,, 24 590 € 
"Chirie, sec. Buiucani str. Primăverii, 122 m2 Bloc nou Dendrarium",, 850 € 
Art urban grup propune oferte înteresante!!! parcul valea trandafirilor.,, Negociabil 
"3 odai ,90m2 , 35900Euro",,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
"Complexul imobiliar ""Botanic Star 2""",,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
28700 euro 2 odai 71 m2,,
Buiucani  29.02.2020  Darea in exploatare !,,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
Сдается  1-на комнатная квартира,, Negociabil 
Chirie 1-camera 150 euro bd. Decebal 89,, 150 € 
oferim chirie in casa noua,, 230 € 
Buiucani in zona rezidentiala linga padure,, 260 € 
Сдаю 1-к. квартиру в новом доме!!!,, 220 € 
"Apartament spațios și luminos, cu toate electrocasnicele necesare, în chirie pe termen lung",, 250 € 
Chirie dormitor +living,, 300 € 
Сдаю долгосрочно,, 240 € 
Apartament in chirie,, 250 € 
Dau in chirie apartament cu o odaie pe termen lung,, 1 € 
"Ciocana, str. Petru Zadnipru. Apartament cu 1 camera 180 euro",, 180 € 
"Chirie 1 odaie, Botanica",, 200 € 
"Botanica, str. Hristo Botev. Apartament cu 1 camera 160 euro",, 160 € 
Apartament 1 camera,, 145 € 
Chirie apartament 1 camera,, 160 € 
chirie,, 100 € 
Chirie 1-camera 150 euro bd. Decebal 89,, 150 € 
caut fata la gazda urgent .,, 900 MDL 
"Apartement cu 1 odaue ,Ciocana,200 e",, 200 € 
Se da in chirie apartament pe termen indelungat .,, 270 € 
Apartamente in chirie-  Ismail,, Negociabil 
"Centru, ул.Banulescu-Bodoni, apartament in chirie 200 евро",, 200 € 
Se da in chirie apartament cu 1 camera sec.Riscani,, 1 € 
Aprtament Cu O Camera  Centru,, 180 € 
Se da in chirie Apartament cu o camera Riscani!,, 140 € 
"Apartament în chirie, de la proprietar 200 euro",, 200 € 
Apartament in chirie la Buiucani,, 270 € 
1-комнатная 100 долларов.,, 100 $ 
Caut garsoniera,, 100 € 
O camera in chirie,, 260 € 
Se da in chirie apartament cu o camera pe str. Berezovschii,, 270 € 
caut gazda cu o cameră,, 100 € 
Apartament 1 cameră,, 200 € 
"Ciocana, str. Petru Zadnipru. Apartament cu 1 camera 180 euro",, 180 € 
"Botanica, str. Hristo Botev. Apartament cu 1 camera 160 euro",, 160 € 
"Chirie! Bolc Nou! str. Lev Tolstoi, Centru, 1 cameră! Euroreparație!",, 310 € 
Apartament chirie,, 250 € 
Ceanoie lito,, 55 € 
"сдам семье без детей , одному студенту или студентке",, 2 500 MDL 
"Apartament  -pe ore 97 lei/h,  -noaptea de la ora 18.00+ 3h gratis pina la 9.00 la 377 lei,  -zilnic",, 257 € 
Сдается 1- однокомнатная квартира в центре Кишинева.Евроремонт. Собственник.Без агентсв и комиссий.,, 200 € 
"Apartament cu 1 cameră, str. Lev Tolstoi, Centru",, 350 € 
"Apartament cu 1 cameră, str. Sarmizegetusa, Botanica",, 280 € 
Сдам отличную квартиру в отличном доме и районе,, 250 € 
O camera in chirie direct de la proprietar,, 260 € 
"Ciocana, str. Petru Zadnipru. Apartament cu 1 camera 180 euro",, 180 € 
"Apartament cu 1 cameră, șos. Balcani, Buiucani",, 260 € 
"Apartament în chirie, de la proprietar",, 220 € 
"Malina Mica , dau in chirie apartament pe termen indelungat",, 270 € 
Apartament 1 cameră,, 200 € 
"Apartament in bloc nou,Ciocana,1 odie,200 e",, 200 € 
"CHIRIE in Centru! str. Ismail, Maraton, 300€ !",, 300 € 
Camera în chirie. Urgent!!!,, Negociabil 
Chirie Buiucani,, 260 € 
Primim la gazda o fata,, 1 000 MDL 
"Apartament cu 1 cameră în chirie, sectorul Buicani",, Negociabil 
Chirie apartament nou Izmail Lev tolstoi,, 370 € 
"Apartament cu 1 cameră + living, str. Nadejda Russo, Rîșcani",, 330 € 
"Ciocana, str. Petru Zadnipru. Apartament cu 1 camera 180 euro",, 180 € 
"Apartament cu 1 cameră + living, bd. Decebal, Botanica",, 400 € 
"Квартира на Дечебал, комплекс Eldorado Terra. Цена снижена! 450 евро",, 450 € 
"Chirie,1 odaie,Lev Tolstoi,300 e",, 300 € 
"Apartament cu 1 cameră + living, str. Pușkin, Centru",, 300 € 
"Apartament cu 1 cameră + living, str. Șoimari, Botanica",, 350 € 
"Сдается помесячно однокомнатная квартира, 150 евро.",, 150 € 
"Apartament cu 1 cameră + living, str. Pușkin, Centru",, 250 € 
"Se dă în chirie apartament cu 1 odaie, amplasat în sectorul Centru pe str. N. Testemițanu",, 220 € 
"Malina Mica, se da in chirie apartament pe termen indelungat",, 270 € 
Сдаётся Квартира на земле,, 180 € 
Bd. Grigore Vieru,, 100 € 
Ap. cu 1 odaie+living,, 300 € 
Сдается квартира помесячно,, 150 € 
Chirie 1_camera 250 euro str. Ștefan Neaga 67,, 250 € 
Квартира на земле,, 170 € 
"Malina Mica , se da in chirie apartament pe termen indelungat",, 270 € 
Se ofera in chirie un apartament cu o camera la un pret de 280€,, 280 € 
Se da in chirie apartament pe termen indelungat vis-a-vis de Vila Verde,, 270 € 
1 комнатная Ботаника возле Jumbo,, 250 € 
Dau in chirie,, Negociabil 
Se ofera in chirie un apartament cu o camera la pretul de 280€,, 280 € 
Сдаем 81m2 openspace под офис в центре г.Кишинева по ул Колумна пересечение с ул.Еминеску!,, 5 € 
Buiucani 55 m2 Proprietar!,, 39 700 € 
Chirie,, 1 250 € 
Внимание ! Квартира от Собственника- сек.Чеканы 143 серия - 3 комнаты Евроремонт,, Negociabil 
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
Buiucani  29.02.2020  Darea in exploatare !,,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
"3 odai ,90m2 , 35900Euro",,
28700 euro 2 odai 71 m2,,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
"Complexul imobiliar ""Botanic Star 2""",,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
Сдается просторная 1-комнатная квартира со всеми удобствами,, 160 € 
o camera in chirie Buiucani,, 260 € 
Toate complexele companiei de constructii ''Exfactor Grup'' pentru detalii sau prezentari suna acum!,, 570 € 
Новострой! 1 комнатная Ботаника возле Jumbo Hotel 150 метров от главной дороги Decebal,, 225 € 
"Exfactor Grup - Buiucani, 1 cameră 52 m2 et. 3 de la 550 € m2, prețul 28.600 € cu prima rată 8.500 €",, 28 600 € 
"Apartament cu 1 cameră + living, Botanica, bd. Decebal",, 450 € 
"Se da in chirie apartament pe termen indelungat , Malina Mica",, 270 € 
"Apartament cu 1 cameră + living, bd. Decebal, Botanica",, 500 € 
Chirie 1_camera 250 euro str. Ștefan Neaga 67,, 250 € 
caut o persoana la gazda,, Negociabil 
Doresc sa închiriez un apartament mic,, 2 000 MDL 
Spre chirie,, 400 € 
Se dă in chirie.,, 170 € 
"Apartament cu 1 cameră + living, Centru",, 300 € 
Apartament pentru orice perioadă! avem mai multe oferte!!!,, Negociabil 
"Vă oferim apartament pentru orice perioadă: Lună, zi, noapte, oră, săptămână.",, 200 € 
Сдается однокомнатная квартира,, Negociabil 
Dau in chirie un apartament cu o camera la Botanica,, Negociabil 
Новострой! 1 комнатная Ботаника возле Jumbo Hotel 150 метров от главной дороги Decebal,, 225 € 
1 комнатная Ботаника возле Jumbo  Hotel,, 250 € 
Chirie 1_camera 250 euro str. Ștefan Neaga 67,, 250 € 
"Apartament spațios cu 1 cameră + living, Telecentru",, 490 € 
"Apartament cu 1 cameră, Centru",, 260 € 
Gazdă pentru familie tânără cu un copil,, 100 € 
Apartament cu o camera în chirie Ciocana!!,, 200 € 
Se da in chirie apartament cu o odaie,, Negociabil 
"Centru,str.Banulescu-Bodoni, apartament in chirie 220 euro",, 220 € 
"Botanica, bloc nou, linga MallDova-  280 euro",, 280 € 
"Ботаника,Зелинского 15,новострой,7/15,середина,евроремонт. Мебель.Техника.52 м2. 310 евро.",, 310 € 
Chirie 1_camera 250 euro str. Ștefan Neaga 67,, 250 € 
O camera in chirie la Buiucani,, 260 € 
1 комнатная Ботаника возле Jumbo Hotel,, 225 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
Сдаю в Аренду,, 280 € 
Приму жильца для совместного проживания мужчину! 16 етажка флакара,, Negociabil 
"Dau in chirie un apartment cu o camera , la Botanica !",, 300 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 250 € 
Ofer spre chirie aprtament cu 1 odaie,, 300 € 
Сдается дом-студия в самом центре города,, 230 € 
"Apartament  -pe ore 97 lei/h,  -noaptea de la ora 18.00+ 3h gratis pina la 9.00 la 377 lei,  -zilnic",, 257 € 
Chirie la Buiucani,, 260 € 
"Apartament  -pe ore 97 lei/h,  -noaptea de la ora 18.00+ 3h gratis pina la 9.00 la 377 lei,  -zilnic",, 257 € 
"Apartament cu 1 cameră, Centru",, 250 € 
"Se ofera spre chirie apartament cu 1 camera,+living sec.Centru,str.Testemiteanu!",, 350 € 
"Se ofera spre chirie apartament cu 1 camera,sec.Centru,str.Negruzzi!",, 320 € 
"Se ofera spre chirie apartament cu 1 camera,+living sec.Centru,str.Melestiu!",, 350 € 
